year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,late_aircraft_delay,delay_rate,avg_airline_delay_rate,avg_airport_delay_rate
2020,12,9E,Endeavor Air Inc.,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1271948327909665,0.15734134952387885
2020,12,9E,Endeavor Air Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",74.0,12.0,2.57,0.96,7.47,1.0,0.0,0.0,677.0,118.0,121.0,398.0,40.0,0.16216216216216217,0.1271948327909665,0.1642005788259354
2020,12,9E,Endeavor Air Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",42.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,0.0,0.0,0.0,0.023809523809523808,0.1271948327909665,0.17952549900488804
2020,12,9E,Endeavor Air Inc.,CMH,"Columbus, OH: John Glenn Columbus International",84.0,8.0,2.44,0.0,4.3,1.26,2.0,0.0,446.0,127.0,0.0,190.0,129.0,0.09523809523809523,0.1271948327909665,0.18365918061755745
2020,12,9E,Endeavor Air Inc.,CRW,"Charleston/Dunbar, WV: Yeager",113.0,8.0,6.0,1.0,0.16,0.84,0.0,0.0,376.0,305.0,22.0,8.0,41.0,0.07079646017699115,0.1271948327909665,0.10321774271588834
2020,12,9E,Endeavor Air Inc.,CSG,"Columbus, GA: Columbus Airport",99.0,6.0,2.45,0.97,2.58,0.0,0.0,0.0,162.0,74.0,33.0,55.0,0.0,0.06060606060606061,0.1271948327909665,0.055303030303030305
2020,12,9E,Endeavor Air Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",381.0,43.0,6.09,1.33,23.77,11.82,4.0,0.0,1689.0,216.0,100.0,685.0,688.0,0.11286089238845144,0.1271948327909665,0.1613117603306655
2020,12,9E,Endeavor Air Inc.,CWA,"Mosinee, WI: Central Wisconsin",88.0,14.0,6.16,0.0,5.82,2.02,2.0,0.0,765.0,291.0,0.0,245.0,229.0,0.1590909090909091,0.1271948327909665,0.10706646294881587
2020,12,9E,Endeavor Air Inc.,DAL,"Dallas, TX: Dallas Love Field",39.0,6.0,0.09,0.0,3.76,2.15,0.0,0.0,420.0,5.0,0.0,296.0,119.0,0.15384615384615385,0.1271948327909665,0.10976395950157147
2020,12,9E,Endeavor Air Inc.,DAY,"Dayton, OH: James M Cox/Dayton International",176.0,17.0,4.89,0.0,7.54,4.57,0.0,0.0,850.0,257.0,0.0,232.0,361.0,0.09659090909090909,0.1271948327909665,0.19037231667633586
2020,12,9E,Endeavor Air Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",37.0,1.0,0.0,0.0,0.13,0.87,1.0,0.0,15.0,0.0,0.0,2.0,13.0,0.02702702702702703,0.1271948327909665,0.1500136220875797
2020,12,9E,Endeavor Air Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",83.0,8.0,1.5,0.0,5.4,1.1,0.0,0.0,454.0,134.0,0.0,260.0,60.0,0.0963855421686747,0.1271948327909665,0.20354570629050744
2020,12,9E,Endeavor Air Inc.,DHN,"Dothan, AL: Dothan Regional",101.0,10.0,4.79,0.0,0.63,4.58,0.0,0.0,464.0,244.0,0.0,17.0,203.0,0.09900990099009901,0.1271948327909665,0.11788101887111789
2020,12,9E,Endeavor Air Inc.,DLH,"Duluth, MN: Duluth International",122.0,11.0,5.94,0.0,4.02,1.04,3.0,0.0,670.0,398.0,0.0,208.0,64.0,0.09016393442622951,0.1271948327909665,0.14157654369722655
2020,12,9E,Endeavor Air Inc.,DSM,"Des Moines, IA: Des Moines International",232.0,28.0,8.05,3.63,10.58,5.74,7.0,0.0,3960.0,565.0,2631.0,408.0,356.0,0.1206896551724138,0.1271948327909665,0.16908063686105282
2020,12,9E,Endeavor Air Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",2312.0,197.0,53.67,1.92,60.81,80.6,13.0,4.0,16873.0,8216.0,196.0,1879.0,6582.0,0.0852076124567474,0.1271948327909665,0.14972160837612553
2020,12,9E,Endeavor Air Inc.,ECP,"Panama City, FL: Northwest Florida Beaches International",39.0,5.0,1.96,0.0,1.5,1.54,0.0,0.0,175.0,82.0,0.0,28.0,65.0,0.1282051282051282,0.1271948327909665,0.15970711553955588
2020,12,9E,Endeavor Air Inc.,ELM,"Elmira/Corning, NY: Elmira/Corning Regional",52.0,5.0,2.55,0.0,2.45,0.0,1.0,0.0,160.0,62.0,0.0,98.0,0.0,0.09615384615384616,0.1271948327909665,0.11192878398760753
2020,12,9E,Endeavor Air Inc.,EVV,"Evansville, IN: Evansville Regional",143.0,6.0,2.92,0.0,2.64,0.44,0.0,0.0,218.0,137.0,0.0,62.0,19.0,0.04195804195804196,0.1271948327909665,0.1348060974017781
2020,12,9E,Endeavor Air Inc.,EWR,"Newark, NJ: Newark Liberty International",175.0,23.0,12.71,1.9,8.15,0.23,5.0,0.0,1684.0,1216.0,131.0,313.0,24.0,0.13142857142857142,0.1271948327909665,0.2292355953671884
2020,12,9E,Endeavor Air Inc.,FAR,"Fargo, ND: Hector International",91.0,8.0,4.0,0.0,4.0,0.0,3.0,1.0,266.0,137.0,0.0,129.0,0.0,0.08791208791208792,0.1271948327909665,0.1488552993495999
2020,12,9E,Endeavor Air Inc.,FAY,"Fayetteville, NC: Fayetteville Regional/Grannis Field",112.0,5.0,3.05,0.0,0.0,0.95,0.0,0.0,151.0,88.0,0.0,0.0,41.0,0.044642857142857144,0.1271948327909665,0.14909102573542612
2020,12,9E,Endeavor Air Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",53.0,5.0,1.96,0.0,3.0,0.04,0.0,0.0,641.0,417.0,0.0,211.0,13.0,0.09433962264150944,0.1271948327909665,0.21210998393018893
2020,12,9E,Endeavor Air Inc.,FSD,"Sioux Falls, SD: Joe Foss Field",123.0,15.0,3.69,0.0,7.53,3.77,3.0,0.0,454.0,89.0,0.0,208.0,157.0,0.12195121951219512,0.1271948327909665,0.15751354517819774
2020,12,9E,Endeavor Air Inc.,FWA,"Fort Wayne, IN: Fort Wayne International",83.0,7.0,3.64,0.0,1.4,1.96,0.0,0.0,227.0,151.0,0.0,40.0,36.0,0.08433734939759036,0.1271948327909665,0.13881274950837907
2020,12,9E,Endeavor Air Inc.,GFK,"Grand Forks, ND: Grand Forks International",14.0,3.0,1.85,0.0,0.0,1.15,1.0,0.0,308.0,174.0,0.0,0.0,134.0,0.21428571428571427,0.1271948327909665,0.1989585248387426
2020,12,9E,Endeavor Air Inc.,GNV,"Gainesville, FL: Gainesville Regional",115.0,8.0,4.19,0.0,2.0,1.81,0.0,0.0,401.0,255.0,0.0,42.0,104.0,0.06956521739130435,0.1271948327909665,0.14998731782750374
2020,12,9E,Endeavor Air Inc.,GPT,"Gulfport/Biloxi, MS: Gulfport-Biloxi International",142.0,8.0,3.51,0.0,1.67,2.35,0.0,1.0,321.0,152.0,0.0,33.0,128.0,0.056338028169014086,0.1271948327909665,0.19299508993058387
2020,12,9E,Endeavor Air Inc.,GRB,"Green Bay, WI: Green Bay Austin Straubel International",218.0,20.0,9.62,0.0,6.78,3.61,2.0,0.0,1066.0,557.0,0.0,234.0,275.0,0.09174311926605505,0.1271948327909665,0.13268794029423978
2020,12,9E,Endeavor Air Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",203.0,23.0,7.05,1.0,11.98,2.97,1.0,0.0,934.0,358.0,29.0,410.0,137.0,0.11330049261083744,0.1271948327909665,0.18231934699721256
2020,12,9E,Endeavor Air Inc.,GSO,"Greensboro/High Point, NC: Piedmont Triad International",184.0,8.0,4.4,0.0,1.48,2.12,0.0,0.0,250.0,133.0,0.0,34.0,83.0,0.043478260869565216,0.1271948327909665,0.23263340978247976
2020,12,9E,Endeavor Air Inc.,GSP,"Greer, SC: Greenville-Spartanburg International",54.0,10.0,8.12,0.0,1.13,0.74,0.0,0.0,1079.0,985.0,0.0,61.0,33.0,0.18518518518518517,0.1271948327909665,0.17015914828595055
2020,12,9E,Endeavor Air Inc.,GTR,"Columbus, MS: Golden Triangle Regional",86.0,7.0,6.99,0.0,0.01,0.0,0.0,0.0,368.0,367.0,0.0,1.0,0.0,0.08139534883720931,0.1271948327909665,0.11079113236252988
2020,12,9E,Endeavor Air Inc.,HOU,"Houston, TX: William P Hobby",148.0,21.0,6.2,0.0,13.98,0.81,0.0,0.0,617.0,210.0,0.0,394.0,13.0,0.14189189189189189,0.1271948327909665,0.15280964137086142
2020,12,9E,Endeavor Air Inc.,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",174.0,4.0,2.88,0.19,0.13,0.81,0.0,0.0,94.0,70.0,4.0,3.0,17.0,0.022988505747126436,0.1271948327909665,0.21394880874662645
2020,12,9E,Endeavor Air Inc.,IAD,"Washington, DC: Washington Dulles International",12.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,44.0,44.0,0.0,0.0,0.0,0.08333333333333333,0.1271948327909665,0.16382400527971425
2020,12,9E,Endeavor Air Inc.,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",120.0,9.0,2.68,0.0,5.32,1.0,1.0,0.0,290.0,87.0,0.0,143.0,60.0,0.075,0.1271948327909665,0.14228616202903743
2020,12,9E,Endeavor Air Inc.,ILM,"Wilmington, NC: Wilmington International",116.0,4.0,2.21,0.0,0.68,1.11,0.0,0.0,89.0,55.0,0.0,13.0,21.0,0.034482758620689655,0.1271948327909665,0.14870877182830428
2020,12,9E,Endeavor Air Inc.,IND,"Indianapolis, IN: Indianapolis International",110.0,6.0,0.25,0.0,4.54,1.21,3.0,0.0,182.0,6.0,0.0,115.0,61.0,0.05454545454545454,0.1271948327909665,0.1645787097956358
2020,12,9E,Endeavor Air Inc.,JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",144.0,5.0,4.63,0.0,0.0,0.37,0.0,0.0,222.0,192.0,0.0,0.0,30.0,0.034722222222222224,0.1271948327909665,0.14754794966335105
2020,12,9E,Endeavor Air Inc.,JAX,"Jacksonville, FL: Jacksonville International",29.0,3.0,1.68,0.0,1.25,0.07,1.0,0.0,301.0,250.0,0.0,33.0,18.0,0.10344827586206896,0.1271948327909665,0.16695732807447197
2020,12,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",269.0,31.0,9.92,1.27,12.77,7.04,10.0,0.0,1759.0,715.0,64.0,439.0,541.0,0.11524163568773234,0.1271948327909665,0.218041968183288
2020,12,9E,Endeavor Air Inc.,LAN,"Lansing, MI: Capital Region International",51.0,9.0,1.77,0.0,5.85,1.39,0.0,0.0,353.0,94.0,0.0,184.0,75.0,0.17647058823529413,0.1271948327909665,0.22829309056956112
2020,12,9E,Endeavor Air Inc.,LEX,"Lexington, KY: Blue Grass",179.0,14.0,6.36,0.0,4.3,3.33,0.0,0.0,831.0,417.0,0.0,154.0,260.0,0.0782122905027933,0.1271948327909665,0.1447470464653046
2020,12,9E,Endeavor Air Inc.,LFT,"Lafayette, LA: Lafayette Regional Paul Fournet Field",130.0,3.0,1.69,0.0,1.11,0.19,0.0,2.0,75.0,45.0,0.0,23.0,7.0,0.023076923076923078,0.1271948327909665,0.15293873362229737
2020,12,9E,Endeavor Air Inc.,LGA,"New York, NY: LaGuardia",55.0,5.0,1.0,0.68,3.08,0.24,1.0,0.0,314.0,32.0,61.0,185.0,36.0,0.09090909090909091,0.1271948327909665,0.21552515579812326
2020,12,9E,Endeavor Air Inc.,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",114.0,10.0,7.54,0.43,1.03,1.0,0.0,0.0,335.0,269.0,23.0,27.0,16.0,0.08771929824561403,0.1271948327909665,0.11766996349083104
2020,12,9E,Endeavor Air Inc.,MBS,"Saginaw/Bay City/Midland, MI: MBS International",90.0,15.0,4.59,0.0,9.03,1.38,0.0,0.0,1281.0,841.0,0.0,305.0,135.0,0.16666666666666666,0.1271948327909665,0.13233752620545072
2020,12,9E,Endeavor Air Inc.,MCI,"Kansas City, MO: Kansas City International",16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1271948327909665,0.16671452040581536
2020,12,9E,Endeavor Air Inc.,MCO,"Orlando, FL: Orlando International",62.0,7.0,4.77,0.0,0.86,1.37,0.0,0.0,757.0,588.0,0.0,40.0,129.0,0.11290322580645161,0.1271948327909665,0.1540108082340553
2020,12,9E,Endeavor Air Inc.,MDT,"Harrisburg, PA: Harrisburg International",149.0,10.0,0.93,0.0,4.99,4.09,2.0,0.0,496.0,34.0,0.0,143.0,319.0,0.06711409395973154,0.1271948327909665,0.16433010783743573
2020,12,9E,Endeavor Air Inc.,MEM,"Memphis, TN: Memphis International",118.0,17.0,9.7,0.0,7.02,0.29,1.0,0.0,786.0,554.0,0.0,224.0,8.0,0.1440677966101695,0.1271948327909665,0.16371179222689813
2020,12,9E,Endeavor Air Inc.,MGM,"Montgomery, AL: Montgomery Regional",122.0,14.0,10.75,0.0,2.25,0.0,0.0,1.0,2066.0,1962.0,0.0,52.0,0.0,0.11475409836065574,0.1271948327909665,0.1823640903823805
2020,12,9E,Endeavor Air Inc.,MIA,"Miami, FL: Miami International",4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1271948327909665,0.20178484970889712
2020,12,9E,Endeavor Air Inc.,MKE,"Milwaukee, WI: General Mitchell International",16.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,78.0,16.0,0.0,62.0,0.0,0.1875,0.1271948327909665,0.14896005597785822
2020,12,9E,Endeavor Air Inc.,MLI,"Moline, IL: Quad City International",60.0,4.0,1.37,0.0,2.0,0.63,0.0,1.0,234.0,104.0,0.0,35.0,95.0,0.06666666666666667,0.1271948327909665,0.13200894468870794
2020,12,9E,Endeavor Air Inc.,MLU,"Monroe, LA: Monroe Regional",87.0,6.0,5.56,0.0,0.4,0.04,0.0,0.0,276.0,244.0,0.0,29.0,3.0,0.06896551724137931,0.1271948327909665,0.12417189492618205
2020,12,9E,Endeavor Air Inc.,MOB,"Mobile, AL: Mobile Regional",119.0,8.0,7.07,0.0,0.32,0.61,0.0,1.0,281.0,234.0,0.0,11.0,36.0,0.06722689075630252,0.1271948327909665,0.24742135861724465
2020,12,9E,Endeavor Air Inc.,MOT,"Minot, ND: Minot International",145.0,23.0,9.33,0.0,10.23,3.44,3.0,0.0,1287.0,736.0,0.0,362.0,189.0,0.15862068965517243,0.1271948327909665,0.13198040102947575
2020,12,9E,Endeavor Air Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",180.0,13.0,3.0,0.0,5.15,4.85,1.0,1.0,563.0,180.0,0.0,148.0,235.0,0.07222222222222222,0.1271948327909665,0.1975985996129675
2020,12,9E,Endeavor Air Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",2244.0,217.0,52.01,13.97,78.34,72.68,59.0,1.0,19895.0,8074.0,2922.0,4085.0,4814.0,0.09670231729055258,0.1271948327909665,0.15830808344073782
2020,12,9E,Endeavor Air Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1271948327909665,0.1891047620554285
2020,12,9E,Endeavor Air Inc.,MYR,"Myrtle Beach, SC: Myrtle Beach International",119.0,6.0,3.0,0.0,3.0,0.0,0.0,0.0,412.0,335.0,0.0,77.0,0.0,0.05042016806722689,0.1271948327909665,0.14622172676847878
2020,12,9E,Endeavor Air Inc.,OAJ,"Jacksonville/Camp Lejeune, NC: Albert J Ellis",113.0,5.0,1.75,0.97,0.4,1.88,0.0,1.0,692.0,52.0,562.0,8.0,70.0,0.04424778761061947,0.1271948327909665,0.12052026952317896
2020,12,9E,Endeavor Air Inc.,OKC,"Oklahoma City, OK: Will Rogers World",99.0,10.0,5.81,0.0,3.06,1.13,0.0,0.0,575.0,403.0,0.0,135.0,37.0,0.10101010101010101,0.1271948327909665,0.14545039380661778
2020,12,9E,Endeavor Air Inc.,OMA,"Omaha, NE: Eppley Airfield",135.0,18.0,5.21,0.0,9.88,2.9,0.0,1.0,664.0,327.0,0.0,226.0,111.0,0.13333333333333333,0.1271948327909665,0.14321306592942498
2020,12,9E,Endeavor Air Inc.,ORD,"Chicago, IL: Chicago O'Hare International",72.0,4.0,0.0,0.0,4.0,0.0,1.0,0.0,98.0,0.0,0.0,98.0,0.0,0.05555555555555555,0.1271948327909665,0.16651638112408995
2020,12,9E,Endeavor Air Inc.,ORF,"Norfolk, VA: Norfolk International",90.0,13.0,5.23,0.0,6.81,0.96,0.0,0.0,677.0,310.0,0.0,228.0,139.0,0.14444444444444443,0.1271948327909665,0.1620720250210505
2020,12,9E,Endeavor Air Inc.,PHL,"Philadelphia, PA: Philadelphia International",158.0,19.0,4.63,0.01,10.44,3.93,2.0,1.0,1274.0,405.0,1.0,483.0,385.0,0.12025316455696203,0.1271948327909665,0.1928488955997182
2020,12,9E,Endeavor Air Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",11.0,3.0,1.0,0.0,0.03,1.97,0.0,0.0,364.0,46.0,0.0,5.0,313.0,0.2727272727272727,0.1271948327909665,0.1619557972510238
2020,12,9E,Endeavor Air Inc.,RAP,"Rapid City, SD: Rapid City Regional",12.0,2.0,0.0,0.0,1.47,0.53,1.0,0.0,31.0,0.0,0.0,23.0,8.0,0.16666666666666666,0.1271948327909665,0.1670183547545774
2020,12,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",315.0,42.0,15.78,0.0,15.59,10.62,5.0,0.0,3182.0,1359.0,0.0,503.0,1320.0,0.13333333333333333,0.1271948327909665,0.16556341861194873
2020,12,9E,Endeavor Air Inc.,RIC,"Richmond, VA: Richmond International",16.0,1.0,0.88,0.0,0.12,0.0,0.0,0.0,50.0,44.0,0.0,6.0,0.0,0.0625,0.1271948327909665,0.17200000639733487
2020,12,9E,Endeavor Air Inc.,ROA,"Roanoke, VA: Roanoke Blacksburg Regional Woodrum Field",83.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,207.0,71.0,136.0,0.0,0.0,0.04819277108433735,0.1271948327909665,0.1763272761768477
2020,12,9E,Endeavor Air Inc.,ROC,"Rochester, NY: Greater Rochester International",121.0,18.0,4.61,1.22,9.52,2.65,1.0,0.0,733.0,193.0,140.0,293.0,107.0,0.1487603305785124,0.1271948327909665,0.15375983692312917
2020,12,9E,Endeavor Air Inc.,RST,"Rochester, MN: Rochester International",118.0,14.0,5.18,0.0,6.96,1.86,3.0,0.0,1455.0,895.0,0.0,299.0,261.0,0.11864406779661017,0.1271948327909665,0.1523534754296625
2020,12,9E,Endeavor Air Inc.,RSW,"Fort Myers, FL: Southwest Florida International",3.0,3.0,0.0,0.52,1.48,1.0,0.0,0.0,203.0,0.0,62.0,111.0,30.0,1.0,0.1271948327909665,0.1915578760805447
2020,12,9E,Endeavor Air Inc.,SAV,"Savannah, GA: Savannah/Hilton Head International",89.0,11.0,2.71,0.28,5.24,2.77,0.0,0.0,372.0,115.0,22.0,137.0,98.0,0.12359550561797752,0.1271948327909665,0.1866824821572204
2020,12,9E,Endeavor Air Inc.,SBN,"South Bend, IN: South Bend International",84.0,3.0,1.69,0.0,1.0,0.31,0.0,0.0,101.0,63.0,0.0,23.0,15.0,0.03571428571428571,0.1271948327909665,0.1364408276441277
2020,12,9E,Endeavor Air Inc.,SDF,"Louisville, KY: Louisville Muhammad Ali International",31.0,3.0,0.9,0.0,2.1,0.0,1.0,0.0,149.0,60.0,0.0,89.0,0.0,0.0967741935483871,0.1271948327909665,0.16277106327626428
2020,12,9E,Endeavor Air Inc.,SGF,"Springfield, MO: Springfield-Branson National",91.0,3.0,0.0,0.0,2.21,0.79,0.0,0.0,59.0,0.0,0.0,44.0,15.0,0.03296703296703297,0.1271948327909665,0.10310980435485137
2020,12,9E,Endeavor Air Inc.,SHV,"Shreveport, LA: Shreveport Regional",114.0,7.0,3.05,0.0,2.3,1.64,0.0,1.0,158.0,64.0,0.0,43.0,51.0,0.06140350877192982,0.1271948327909665,0.15517951402747315
2020,12,9E,Endeavor Air Inc.,SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",14.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,89.0,0.0,0.0,89.0,0.0,0.14285714285714285,0.1271948327909665,0.17234794555180616
2020,12,9E,Endeavor Air Inc.,STL,"St. Louis, MO: St Louis Lambert International",124.0,18.0,1.76,0.0,13.72,2.52,2.0,0.0,541.0,85.0,0.0,305.0,151.0,0.14516129032258066,0.1271948327909665,0.1610137286438337
2020,12,9E,Endeavor Air Inc.,SYR,"Syracuse, NY: Syracuse Hancock International",114.0,12.0,4.13,0.12,6.87,0.88,2.0,0.0,619.0,334.0,5.0,243.0,37.0,0.10526315789473684,0.1271948327909665,0.16124932167689116
2020,12,9E,Endeavor Air Inc.,TLH,"Tallahassee, FL: Tallahassee International",61.0,1.0,0.78,0.0,0.22,0.0,0.0,0.0,23.0,18.0,0.0,5.0,0.0,0.01639344262295082,0.1271948327909665,0.1604291735695854
